Id,District Name,Neighborhood Name,Street,Weekday,Month,Day,Hour,Part of the day,injuries,dead,Victims,Vehicle Involved,Latitude,Longitude,Vehicle Type,Year
516,Chittagong,satkhira,,Saturday,September,1,10,Morning,9,2,11,1,22.722272,89.067993,bus,2017
517,Chittagong,mirsarai,dhaka_chittagong_highway,Saturday,September,1,10,Morning,9,1,10,2,22.980937,91.416763,bus_van,2017
518,Chittagong,ramu,chittagong_cox'x_bazar_highway,Monday,September,4,6,Morning,15,3,18,1,22.352074,91.913396,bus,2017
519,Mymensingh,trisal,dhaka_mymensingh_highway,Monday,September,4,16,Afternoon,0,2,2,1,24.271033,90.39546,cycle,2017
520,Sirajganj,shahzadpur,,Saturday,September,1,8,Morning,0,3,3,2,24.178567,89.588506,truck_three_wheeler,2017
521,Comilla,Daudkandi,dhaka_chittagong_highway,Friday,August,31,20,Night,5,3,8,2,23.438052,91.151933,bus_three_wheeler,2017
522,Dhaka,court_mazar,,Sunday,September,2,10,Morning,3,0,3,1,23.72857,90.403804,bus,2017
523,Rangpur,mithapukur_jaigirhat,dhaka_rangpur_highway,Monday,October,2,11,Morning,3,3,6,2,25.444837,89.299573,bus_van,2017
524,Dinajpur,sadar,rangpur_dinajpur_highway,Monday,October,2,10,Morning,0,2,2,2,25.615416,88.651383,bus_three_wheeler,2017
525,Jessore,monirampur,rajarhat_chuknagar_road,Monday,October,2,15,Afternoon,0,1,1,1,22.633512,88.464188,others,2017
526,Thakurgaon,baliadangi,,Tuesday,October,3,22,Night,2,1,3,2,26.084373,88.279481,cycle,2017
527,Jessore,panchbaria,jessore_magura_road,Wednesday,October,4,16,Afternoon,0,1,1,2,23.041109,88.899428,bus_cycle,2017
528,Jessore,,jessore_narail_road,Wednesday,October,4,8,Morning,0,1,1,1,23.16338,89.242029,bus,2017
529,Mymensingh,trisal,dhaka_mymensingh_highway,Tuesday,October,3,21,Night,0,1,1,1,24.271082,90.395374,others,2017
530,Kishoreganj,maria_bscic_area,,Tuesday,October,3,8,Morning,1,2,3,2,24.43339,90.786975,van_three_wheeler,2017
531,Jamalpur,dewanganj,dewanganj_baksiganj_road,Saturday,October,7,9,Morning,0,2,2,2,25.174273,89.777572,cycle,2017
532,Dinajpur,parbatipur,,Saturday,October,7,5,Morning,0,1,1,1,25.653809,88.915991,truck,2017
533,Dinajpur,parbatipur,,Saturday,October,7,3,Morning,0,1,1,1,25.653809,88.915991,others,2017
534,Brahmanbaria,sarail,dhaka_sylhet_highway,Sunday,October,8,6,Morning,10,4,14,2,24.627498,91.677641,bus_truck,2017
535,Chittagong,bashkali,,Monday,October,9,9,Morning,0,2,2,1,22.024645,91.946409,truck,2017
536,Bogra,charmatha,domar_nilphamari_road,Wednesday,October,11,16,Afternoon,0,3,3,2,26.09307,88.827895,bus_cycle,2017
537,Munshiganj,sirajdikhan,,Wednesday,October,11,14,Afternoon,10,3,13,1,23.54569,90.534104,bus,2017
538,Rajshahi,RAKUB_building,,Wednesday,October,11,21,Night,0,1,1,2,24.378143,88.605883,others,2017
539,Jhenaidah,sadar,panchmile_busstand,Thursday,October,12,9,Morning,9,2,11,2,23.485607,89.418291,van_three_wheeler,2017
540,Faridpur,sadarpur,sadarpur_piajkali_road,Thursday,October,12,16,Afternoon,1,1,2,1,23.475432,90.052348,cycle,2017
541,Jaipurhat,baniapara_sadar_policebox,Jaipurhat_bogra_highway,Wednesday,October,11,18,Evening,0,1,1,2,25.112114,89.027308,bus_cycle,2017
542,Tangail,mirzapur,dhaka_tangail_highway,Thursday,October,12,5,Morning,7,2,9,2,24.093994,90.17164,bus_truck,2017
543,Sirajganj,simanto_bazar,bangabandhu_bridge_link_road,Thursday,October,12,5,Morning,3,2,5,2,24.398094,89.750525,truck,2017
544,Madaripur,alomdostan,dhaka_Barisal_highway,Thursday,October,12,4,Morning,1,1,2,2,23.147745,90.144058,bus_cycle,2017
545,Patuakhali,dumki,patuakhli_Barisal_road,Thursday,October,12,11,Morning,0,1,1,2,22.625687,90.337306,bus,2017
546,ChapaiNawabganj,niachole,,Friday,October,13,11,Morning,0,1,1,1,24.728005,88.413581,truck,2017
547,Dinajpur,ghoraghat,,Sunday,October,15,13,Noon,10,2,12,2,25.273831,89.240494,three_wheeler_bus,2017
548,Kishoreganj,hossainpur,,Saturday,October,14,22,Night,0,1,1,1,24.418383,90.722142,others,2017
549,Dinajpur,birganj,dinajpur_panchagarh_highway,Tuesday,October,17,5,Morning,0,1,1,1,25.627103,88.637068,truck,2017
550,Jaipurhat,puranapoil,,Tuesday,October,17,13,Noon,3,2,5,2,25.135845,89.030985,others,2017
551,Naogaon,porsha,,Tuesday,October,17,5,Morning,25,1,26,2,25.011781,88.495796,bus,2017
552,Nilphamari,,domar_dimla_road,Tuesday,October,17,16,Afternoon,0,1,1,1,26.134798,88.906545,three_wheeler,2017
553,Jamalpur,,chandra_bypass,Monday,October,16,23,Night,0,1,1,2,24.925923,89.945798,cycle_three_wheeler,2017
554,Dinajpur,kaharol,dinajpur_dhaka_highway,Friday,October,20,14,Afternoon,15,3,18,2,25.606863,88.671933,bus_car,2017
555,Chittagong,sitakunda,dhaka_chittagong_highway,Friday,October,20,10,Morning,10,2,12,2,22.531304,91.699809,bus_van,2017
556,Chittagong,bibirhat,,Tuesday,October,24,11,Morning,0,1,1,1,22.689082,91.790364,others,2017
557,Chittagong,raozan,,Tuesday,October,24,18,Evening,0,1,1,2,22.535108,91.914782,truck_three_wheeler,2017
558,Gopalganj,muksudpur,,Monday,October,23,8,Morning,2,1,3,2,23.311309,89.861661,bus_three_wheeler,2017
559,Thakurgaon,ranishankoli,,Monday,October,23,21,Night,0,1,1,2,25.891474,88.264975,cycle,2017
560,Dinajpur,ghoraghat,,Thursday,October,26,22,Night,0,1,1,2,25.273831,89.240494,truck_rickshaw,2017
561,Bagerhat,fakirhat,,Friday,October,27,16,Afternoon,0,1,1,2,22.77614,89.706931,bus_cycle,2017
562,Faridpur,sadarpur,,Thursday,October,26,9,Morning,1,1,2,2,23.474259,90.022334,bus_cycle,2017
563,Chittagong,rangunia,,Saturday,October,28,9,Morning,0,1,1,1,22.468014,92.062577,three_wheeler,2017
564,Dinajpur,biral,dinajpur_biral_road,Friday,October,27,16,Afternoon,2,1,3,2,25.63464,88.583603,truck_cycle,2017
565,Pabna,santhia,dhaka_pabna_highway,Sunday,October,29,13,Noon,25,7,32,2,24.034169,89.43829,bus,2017
566,Manikganj,shivalaya,dhaka_paturia_highway,Sunday,October,29,16,Afternoon,10,2,12,1,23.8172,89.813412,bus,2017
567,Dinajpur,chirirbandar,,Sunday,October,29,11,Morning,0,1,1,1,25.650994,88.776011,van,2017
568,Dinajpur,charmatha,dinajpur_bogra_highway,Saturday,October,28,12,Noon,0,1,1,2,25.618433,88.647812,cycle_three_wheeler,2017
